evidence_id,name_ja,candidate_id,production_recipe_ids,wave,representability,decision_status,implementation_type,identity_set_status,identity_ingredient_count,existing_ingredient_count,new_ingredient_count,new_ingredient_ids,overlap_ratio,nearest_production_recipe_id,nearest_jaccard,collision_risk,collision_risk_reasons,required_capabilities,candidate_capabilities,runtime_contract_dependencies,sauce_base_status,sauce_base_ingredient_id,evidence_complete,blocker_types,review_item_types,dedicated_asset_required,pitz_price,unlock_fee,star_gate,non_star_condition,completion_gate
moussaka-style-pizza-pizzadb-p13,ムサカ風ピザ,moussaka-style-pizza,,W3,FULL,BLOCKED_PRODUCT_DECISION,EVIDENCE_OR_CONTENT_REVIEW_REQUIRED,NOT_COMPUTABLE_INCOMPLETE_IDENTITY_SET,,0,4,cinnamon|eggplant|feta|lamb,,,,UNKNOWN,INCOMPLETE_IDENTITY_SET,,,,listed_unresolved,,False,UNRESOLVED_INGREDIENT,,False,TBD,TBD,TBD,OWNER_DECISION_REQUIRED,OWNER_DECISION_REQUIRED
mexican-elote-pizza-pizzadb-p13,メキシカンエロテピザ,mexican-elote-pizza,,W3,FULL,BLOCKED_PRODUCT_DECISION,EVIDENCE_OR_CONTENT_REVIEW_REQUIRED,NOT_COMPUTABLE_INCOMPLETE_IDENTITY_SET,,0,5,chili-powder|corn|cotija|lime|mayo,,,,UNKNOWN,INCOMPLETE_IDENTITY_SET,,MULTI_SPREAD_LAYER,,unspecified,,False,BASE_SAUCE_UNSPECIFIED,CANDIDATE_CAPABILITY,False,TBD,TBD,TBD,OWNER_DECISION_REQUIRED,OWNER_DECISION_REQUIRED
melanzane-pizza-pizzadb-p13,メランザーネピザ,melanzane-pizza,,W1,FULL,READY,NEW_INGREDIENT_DATA_ONLY,COMPUTED_FROM_COMPLETE_IDENTITY_SETS,4,3,1,eggplant,0.75,margherita,0.75,LOW,,,,,family_derived,tomato-sauce,True,,,False,TBD,TBD,TBD,OWNER_DECISION_REQUIRED,OWNER_DECISION_REQUIRED
montreal-style-pizza-pizzadb-p13,モントリオールスタイルピザ,montreal-style-pizza,,W5,NOT_REPRESENTABLE,READY,NEW_MECHANIC_REQUIRED,COMPUTED_FROM_COMPLETE_IDENTITY_SETS,4,4,0,,1.0,pepperoni,0.75,LOW,,DOUGH_VARIANT|PAN_BAKE,,,listed,tomato-sauce,True,,,False,TBD,TBD,TBD,OWNER_DECISION_REQUIRED,OWNER_DECISION_REQUIRED
ratatouille-pizza-pizzadb-p13,ラタトゥイユピザ,ratatouille-pizza,,W2,FULL,READY,NEW_INGREDIENT_DATA_ONLY,COMPUTED_FROM_COMPLETE_IDENTITY_SETS,5,2,3,bell-pepper|eggplant|zucchini,0.4,marinara,0.3333,LOW,,,,,family_derived,tomato-sauce,True,,,False,TBD,TBD,TBD,OWNER_DECISION_REQUIRED,OWNER_DECISION_REQUIRED
rucola-e-grana-pizzadb-p13,ルーコラエグラーナピザ,rucola-e-grana,,W2,FULL,READY,NEW_INGREDIENT_DATA_ONLY,COMPUTED_FROM_COMPLETE_IDENTITY_SETS,4,1,3,arugula|grana-padano|prosciutto-crudo,0.25,salsiccia,0.1667,LOW,,,,,family_derived,tomato-sauce,True,,,False,TBD,TBD,TBD,OWNER_DECISION_REQUIRED,OWNER_DECISION_REQUIRED
rendang-pizza-pizzadb-p14,ルンダンピザ,rendang-pizza,,W3,FULL,BLOCKED_PRODUCT_DECISION,EVIDENCE_OR_CONTENT_REVIEW_REQUIRED,NOT_COMPUTABLE_INCOMPLETE_IDENTITY_SET,,2,1,beef,,,,UNKNOWN,INCOMPLETE_IDENTITY_SET,,,,unspecified,,False,BASE_SAUCE_UNSPECIFIED,,False,TBD,TBD,TBD,OWNER_DECISION_REQUIRED,OWNER_DECISION_REQUIRED
nduja-pizza-pizzadb-p14,ンドゥイヤピザ,nduja-pizza,,W3,FULL,BLOCKED_PRODUCT_DECISION,EVIDENCE_OR_CONTENT_REVIEW_REQUIRED,NOT_COMPUTABLE_INCOMPLETE_IDENTITY_SET,,2,1,honey,,,,UNKNOWN,INCOMPLETE_IDENTITY_SET,,MULTI_SPREAD_LAYER,,unspecified,,False,BASE_SAUCE_UNSPECIFIED,CANDIDATE_CAPABILITY|NAME_SPECIFICITY_GAP,False,TBD,TBD,TBD,OWNER_DECISION_REQUIRED,OWNER_DECISION_REQUIRED
tsukimi-pizza-pizzadb-p14,月見ピザ,tsukimi-pizza,,W4,FULL,READY,RUNTIME_CONTRACT_CHANGE_REQUIRED,COMPUTED_FROM_COMPLETE_IDENTITY_SETS,4,3,1,green-onion,0.75,breakfast-pizza,0.6,LOW,,,,SAUCELESS_RECIPE_CONTRACT,none,,True,,,False,TBD,TBD,TBD,OWNER_DECISION_REQUIRED,OWNER_DECISION_REQUIRED
black-truffle-pizza-pizzadb-p14,黒トリュフピザ,black-truffle-pizza,,W4,PARTIAL,BLOCKED_PRODUCT_DECISION,NEW_MECHANIC_AND_RUNTIME_CONTRACT_REQUIRED,COMPUTED_FROM_COMPLETE_IDENTITY_SETS,3,2,1,truffle,0.6667,quattro-formaggi,0.3333,LOW,,LATE_ADDITION,,SAUCELESS_RECIPE_CONTRACT,none,,True,COMPOSITION_CONFLICT_CANDIDATE,,False,TBD,TBD,TBD,OWNER_DECISION_REQUIRED,OWNER_DECISION_REQUIRED
teriyaki-chicken-pizza-pizzadb-p14,照り焼きチキンピザ,teriyaki-chicken-pizza,,W4,PARTIAL,BLOCKED_PRODUCT_DECISION,NEW_MECHANIC_REQUIRED,NOT_COMPUTABLE_INCOMPLETE_IDENTITY_SET,,1,3,chicken|mayo|nori,,,,UNKNOWN,INCOMPLETE_IDENTITY_SET,LATE_ADDITION,MULTI_SPREAD_LAYER,,unspecified,,False,BASE_SAUCE_UNSPECIFIED|COMPOSITION_CONFLICT_CANDIDATE,CANDIDATE_CAPABILITY,False,TBD,TBD,TBD,OWNER_DECISION_REQUIRED,OWNER_DECISION_REQUIRED
south-african-boerewors-pizzadb-p14,南アフリカボアヴォースピザ,south-african-boerewors,,W3,FULL,BLOCKED_PRODUCT_DECISION,EVIDENCE_OR_CONTENT_REVIEW_REQUIRED,NOT_COMPUTABLE_INCOMPLETE_IDENTITY_SET,,3,1,chutney,,,,UNKNOWN,INCOMPLETE_IDENTITY_SET,,MULTI_SPREAD_LAYER,,unspecified,,False,BASE_SAUCE_UNSPECIFIED,CANDIDATE_CAPABILITY|NAME_SPECIFICITY_GAP,False,TBD,TBD,TBD,OWNER_DECISION_REQUIRED,OWNER_DECISION_REQUIRED
ume-shiso-pizza-pizzadb-p14,梅しそピザ,ume-shiso-pizza,,W3,FULL,BLOCKED_PRODUCT_DECISION,EVIDENCE_OR_CONTENT_REVIEW_REQUIRED,NOT_COMPUTABLE_INCOMPLETE_IDENTITY_SET,,1,3,shiso|umeboshi-paste|whitebait,,,,UNKNOWN,INCOMPLETE_IDENTITY_SET,,,,unspecified,,False,BASE_SAUCE_UNSPECIFIED,,False,TBD,TBD,TBD,OWNER_DECISION_REQUIRED,OWNER_DECISION_REQUIRED
hokkaido-cheese-pizza-pizzadb-p15,北海道チーズピザ,hokkaido-cheese-pizza,,W3,FULL,BLOCKED_PRODUCT_DECISION,RUNTIME_CONTRACT_CHANGE_REQUIRED,NOT_COMPUTABLE_INCOMPLETE_IDENTITY_SET,,1,2,corn|potato,,,,UNKNOWN,INCOMPLETE_IDENTITY_SET,,,SAUCELESS_RECIPE_CONTRACT,none,,False,UNRESOLVED_INGREDIENT,,False,TBD,TBD,TBD,OWNER_DECISION_REQUIRED,OWNER_DECISION_REQUIRED
